order_id,house_number,road,suburb,state_district,state,postcode,city
808fa88637443660ecf3b63752459bf6,1,Вадковский переулок,Марьина Роща,Центральный административный округ,Москва,127055,район Марьина Роща
e58612e29da9d37bc90a9afc12f3ec55,24,Шарикоподшипниковская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
ef4df5d54b962362728ea15a3a249438,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
c1476e06de43d425509cbc52799a9de3,26,Шарикоподшипниковская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
4802b88a26c1b2e40993fba6be373ace,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
57bf670395c1fcf282beb8fb0461aa8e,26,Шарикоподшипниковская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
3bc03311647e25f4888ff012458b20c3,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
118c0dd94c38607083bd7b6df0b824cb,26,Шарикоподшипниковская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
2030d37e6ba6b4c2d0959b395d3f20e1,26,Шарикоподшипниковская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
3e82e0aabe9e33e9af26ff6fcf2ef5aa,26,Шарикоподшипниковская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
a714bdeb3ec60a90f766302f1fdc14b4,26,Шарикоподшипниковская улица,Южнопортовый район,Юго-Восточный административный округ,Москва,115088,Южнопортовый район
7c64124bc7f7e4ae2d64938d4639cf19,14 с4,Красноказарменная улица,район Лефортово,Юго-Восточный административный округ,Москва,111024,
ac4c90d2da499f0369b37b166a6ec92c,14 с4,Красноказарменная улица,район Лефортово,Юго-Восточный административный округ,Москва,111024,
410e5eadd3fb53e37979f7af4bba16a9,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
eaa037050b4669f6d9b0a26d700f824e,14 с4,Красноказарменная улица,район Лефортово,Юго-Восточный административный округ,Москва,111024,
5afb85f3b97104b6cb3f88db50528924,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
d25d8e3d3485ef21ea380d0d555ea633,14 с4,Красноказарменная улица,район Лефортово,Юго-Восточный административный округ,Москва,111024,
9a85854cd2592a824e5d15d5d1e6564e,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
c6e5fb5c6b541a0fc0cdf93c0325ab90,6,улица Черняховского,Аэропорт,Северный административный округ,Москва,125319,район Аэропорт
19e7d7bfba1bc216500f3ec10d22555f,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
360dc34cbc0ed7fe1298cb41d602ed6b,,Большой Коптевский проезд,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
72f9d538f39796ff1d7985d481eb8fe7,37 к15,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
635cb46507d28e59bc58c4ed503f7dca,3,улица Ивана Бабушкина,Академический,Юго-Западный административный округ,Москва,117292,Академический район
839494701bc72ec099d3d6815f441f3a,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
15c0ffec9b87524501e074818228cd7d,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b7949f671fda21f8fa70d3856e8fa0a6,6 к1,Малахитовая улица,Ростокино,Северо-Восточный административный округ,Москва,129128,район Ростокино
796e1ee3c739036683660d99eef7a002,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
f2a605a76b646d0e49f443312ee6880f,26,Кавказский бульвар,район Царицыно,Южный административный округ,Москва,115516,
0ac09b77a81dca9760cd0ae0db067c53,36,улица Удальцова,Проспект Вернадского,Западный административный округ,Москва,119607,район Проспект Вернадского
352c178f2ff4bbdf8a118ca72cdf48d3,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
3a8d9eefd48896f22e98c7c76e64fc3a,26,Кавказский бульвар,район Царицыно,Южный административный округ,Москва,115516,
84f2506a57a77ccad90d337d62a60e6f,36,улица Удальцова,Проспект Вернадского,Западный административный округ,Москва,119607,район Проспект Вернадского
d8c0c4bcd730aa708490d0b4e2ebbf7f,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
bc2ea42f5bbe8e675620e5de518f654b,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
818840f8f8db805c87b972223fcd8845,4,Михневская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115547,
f1063d87aac3d34c9f8fdb1230db1df0,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
fe443e733e67e185eb6e5b446161f010,,улица Удальцова,Проспект Вернадского,Западный административный округ,Москва,119607,район Проспект Вернадского
b23e0ef86fede70068795b6f6258bac0,26,Кавказский бульвар,район Царицыно,Южный административный округ,Москва,115516,
d190aa343195fa29196c013177b5f17c,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
37bc54a0748fa236ac2699b6025d8a62,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
037e9ebe9e0994c340a51d218008c829,4,Михневская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115547,
87d56189d36cacbfe50d5e66847b49a3,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
996c78b017ad398c0c7bfb85394356c4,26,Кавказский бульвар,район Царицыно,Южный административный округ,Москва,115516,
f8c23062c86f7aa9ba65b3029ebc48e1,33 к1,Боровское шоссе,Ново-Переделкино,Западный административный округ,Москва,119619,район Ново-Переделкино
7139eac7ea4722e20ba30a007fc0bba4,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
a47b7c45dd8b1f579e9c5effa20cefbd,4,Михневская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115547,
7855aacbfaa1e5d8759b081a92c69267,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
b39c4d0b3854577c9e2074bf3434e937,17,улица Мельникова,Южнопортовый район,Центральный административный округ,Москва,109044,Южнопортовый район
a9996c9b110642e0ae88bb950ac59270,,Чистопрудный бульвар,Басманный район,Центральный административный округ,Москва,115054,
f0834367615f4e26508ac8092cf9bac4,17,улица Мельникова,Южнопортовый район,Центральный административный округ,Москва,109044,Южнопортовый район
05eed184aee44181b2347aaca5770854,12/20,Токмаков переулок,Басманный район,Центральный административный округ,Москва,105066,
b2c501a71966a057805d179296175f2d,26,улица Земляной Вал,Басманный район,Центральный административный округ,Москва,121357,
2171ba6c182ffec8520ab632f35d0106,16,улица Мельникова,Южнопортовый район,Центральный административный округ,Москва,109044,Южнопортовый район
65cf0b831cbfc622908385f327d5d575,17,улица Мельникова,Южнопортовый район,Центральный административный округ,Москва,109044,Южнопортовый район
e5d827ed189fe14d2c48dc9da5827a3f,23,Доброслободская улица,Басманный район,Центральный административный округ,Москва,105066,
f6a1ae937b8ddf3fe130250887213c30,10,6-я Кожуховская улица,Кожухово,Юго-Восточный административный округ,Москва,115193,Южнопортовый район
176e2799ce42d07249b1e35305292669,7,Автозаводская улица,,Южный административный округ,Москва,115114,Даниловский район
c59947b9219b7a6c9692de1966cc1838,29,улица Земляной Вал,Басманный район,Центральный административный округ,Москва,121357,
917fb5aaec67e2b94a506c503994dce9,,Новокуркинское шоссе,,Северо-Западный административный округ,Москва,125466,район Куркино
3af62b1454784b034c3988ddbb6883ea,1/2,улица Руставели,Бутырский,Северо-Восточный административный округ,Москва,127254,Бутырский район
3d731fee5ea04bdd0d1cb0c391d22f4d,29,улица Земляной Вал,Басманный район,Центральный административный округ,Москва,121357,
19e82598a9f2f8bdddc0c069ebd2c010,16/2 с1,Старокирочный переулок,Басманный район,Центральный административный округ,Москва,105005,
afb0a02877eeaf37e2ffa416cb1639b0,1/2,улица Руставели,Бутырский,Северо-Восточный административный округ,Москва,127254,Бутырский район
d30b71b5a1a84d6c46460dfe4ad31fdc,1/2,улица Руставели,Бутырский,Северо-Восточный административный округ,Москва,127254,Бутырский район
15cc6411e965ffb143c8e33981083d1e,9 к3,проспект Ракетостроителей,Лихачёво,,Московская область,141707,Долгопрудный
857f7aaeba9fcb29fe187d952d8c1d36,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b3ec0a1562bf6d678a6fb238691a9f9e,9 к3,проспект Ракетостроителей,Лихачёво,,Московская область,141707,Долгопрудный
30fc7b0a6974660400691eb484829812,9 к3,проспект Ракетостроителей,Лихачёво,,Московская область,141707,Долгопрудный
281a710c9da3d8fb901dd0fea4836478,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
c66d0f227e72e2e787002fa09e89751e,9 к3,проспект Ракетостроителей,Лихачёво,,Московская область,141707,Долгопрудный
74684621a35c3dc3586efe5be7d388a7,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
352fe377ff43296f5b90180475579835,9 к3,проспект Ракетостроителей,Лихачёво,,Московская область,141707,Долгопрудный
c693f1bb190c988e47dae6c494c2c3d0,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
372b970b9d368cd866e243fe0ae1d788,9 к3,проспект Ракетостроителей,Лихачёво,,Московская область,141707,Долгопрудный
77d764b0be1f76a2aadec74924b2f0b8,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
45265fb48339b0979e6dc6785d98ec5e,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
cb56f52331169df654403ae31b3eeb00,4,2-й Мосфильмовский переулок,район Раменки,Западный административный округ,Москва,121354,
7dcb33285b110e28beb09c1396b0bca6,37 к1,улица Лётчика Бабушкина,Бабушкинский,Северо-Восточный административный округ,Москва,129337,Бабушкинский район
e2c9b6b31da07d82ca0d278dd720a5f7,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
23c4f1f591a50c9b8a9b184111318d67,,улица Германа Титова,Родионово,,Московская область,141400,Химки
e4d6eff56dd6f610db23fd202afd8359,8,улица Дружбы,Родионово,,Московская область,141410,Химки
e2ab4f88030e2d936c1e2c07fe719d12,13/18,3-й Сетуньский проезд,район Раменки,Западный административный округ,Москва,119136,
ebebf27973117cf7273dfa85c24d2933,8,3-й Сетуньский проезд,район Раменки,Западный административный округ,Москва,119136,
dca41bc105a530c5cbc89fc01e40b853,14 к1,Большой Коптевский проезд,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
b8dea6fc1831d05e6f6aa29111995b31,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
f1df493e28eb10f0b81b61ce294bce36,,Трудовая аллея,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
e86a70873cdf417ae1d0492603900720,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
99b36089e2eda6f18d330625275f62fa,,Трудовая аллея,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
58c491c971d4c35f422697506a9e5dd1,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
24c350bb77943271018bead4daa0f3db,,Трудовая аллея,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
d4131284abde7dbc405018b4df24ddbb,7/9,улица Правды,Беговой,Северный административный округ,Москва,127220,район Беговой
f91db7f078cdbe7582dd3e978260f6be,,,Люберецкие поля,Юго-Восточный административный округ,Москва,143988,район Некрасовка
956def7638655cc78c327ee7ac108d8f,3 к1,Сочинская улица,Люберецкие поля,Юго-Восточный административный округ,Москва,111674,район Некрасовка
feb64c6f5dadff2daa08f1d3f7087acf,20,,Люберецкие поля,Юго-Восточный административный округ,Москва,140009,район Некрасовка
bb55acb24c195aacc53f6d02f7265936,,,Люберецкие поля,Юго-Восточный административный округ,Москва,143988,район Некрасовка
772e8ff43a2809e614a0d43ced09bdd1,,улица Рудневка,Кожухово,Восточный административный округ,Москва,111625,район Косино-Ухтомский
75746d80a472079f2bfcd698d1cd25d5,3 к1,Сочинская улица,Люберецкие поля,Юго-Восточный административный округ,Москва,111674,район Некрасовка
4d260c6f019058627453b23de9e97052,,,Люберецкие поля,Юго-Восточный административный округ,Москва,143988,район Некрасовка
b3c2d411a1238bde01753ad686606c2e,20,,Люберецкие поля,Юго-Восточный административный округ,Москва,140009,район Некрасовка
678239a5b0daca218adfcf326e6270be,,,Люберецкие поля,Юго-Восточный административный округ,Москва,143988,район Некрасовка
d23fba910b0168c27b7a6e6b0cfc1815,2,улица Недорубова,Люберецкие поля,Юго-Восточный административный округ,Москва,140009,район Некрасовка
e5f8e30e1748a7273d607078e49ba2cb,20,,Люберецкие поля,Юго-Восточный административный округ,Москва,140009,район Некрасовка
bc070c54e84e92050315893438b0a3ce,,5-й Загородный проезд,Котловка,Юго-Западный административный округ,Москва,117447,район Котловка
9aceaa823d07f852163e301fdd84282b,2,улица Большая Якиманка,Берсеневка,Центральный административный округ,Москва,115054,Москва
6c2f783a901c0c9335a68e1bd5ce0232,37А к4,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
4f4548bc0eccbc3b5b5d6cb9e566516a,5,Красная площадь,Берсеневка,Центральный административный округ,Москва,115054,Москва
0b39dae0f069adf48f5d14adb5057199,,1-я Останкинская улица,Останкинский район,Северо-Восточный административный округ,Москва,129515,
a049f3c52923219ddd8506075f1b5e1c,,Новая Басманная улица,Красносельский район,Центральный административный округ,Москва,107078,
1486aa0fdbd8e955937e1d9546d575ec,2/62/35 с2,Садовая-Кудринская улица,Кудрино,Центральный административный округ,Москва,123056,Москва
157fd5143cdcd6b10a7429b1992b27e1,44 к2,Дмитровское шоссе,Тимирязевский район,Северный административный округ,Москва,127238,
1bef7e8384ea64f904437d528de2b51e,46 к1,Дмитровское шоссе,Тимирязевский район,Северный административный округ,Москва,129301,
418b118cc343785076620384cb141102,44 к2,Дмитровское шоссе,Тимирязевский район,Северный административный округ,Москва,127238,
1b196dd1f519af68e84a42dc5a4ec85f,18 к7,проспект Андропова,,Южный административный округ,Москва,115114,Даниловский район
228fe2e9eaec233333321e35126e4722,,проезд Аэропорта,Хорошёвский район,Северный административный округ,Москва,125167,
ae10f584fcc55543c027823951d213cf,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
d6781ec8accfc91933a9048f2cdded2f,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
a4b469ea1fa0a614fcc505e386724e81,,,район Крюково,Зеленоградский административный округ,Москва,124683,
094122c8c34e34fcacf26d70c9d86f01,,улица 8 Марта,Аэропорт,Северный административный округ,Москва,117623,район Аэропорт
1a4ce26239a808521ae0cbf2125ea8d0,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
da443900e340a1455667722c61368d4e,,,район Крюково,Зеленоградский административный округ,Москва,124683,
784955cbfda1328615d97da2a6686920,,Георгиевский проспект,район Крюково,Зеленоградский административный округ,Москва,124482,
c25a4c569ca6c5cc1f6eead5391a9046,,,район Крюково,Зеленоградский административный округ,Москва,124683,
2a2c1ea7fe70f28fc5548583988f252a,к2045,Георгиевский проспект,район Крюково,Зеленоградский административный округ,Москва,124482,
505fd2a5f0868e8a34ed015a9878199d,,,район Крюково,Зеленоградский административный округ,Москва,124683,
5dba850fbed35a553af1aa4b010b2c63,1,Крюковская площадь,ЦИЭ,Зеленоградский административный округ,Москва,124575,Зеленоград
064df01f49c73b5e5b9247e2ed6173d3,,Жилинская улица,Высокое,,Московская область,141551,
ef19b52a1461d899cb52128faf65f85d,5 к1,Беговая аллея,Беговой,Северный административный округ,Москва,125284,район Беговой
7b40cf9854b374482f2cec64207a4a62,,,Чкаловский,,Московская область,141100,Щёлково
ab3e3b6c867cb9ec2fef98565dea64ff,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
e200042b48384864052de6882cea70c9,52,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
ef738cc6efa36074b64c3f71ac55be37,5 к1,Беговая аллея,Беговой,Северный административный округ,Москва,125284,район Беговой
5a7d6d9b05b46c13540a7a6ad6be474d,6 к3,Балтийская улица,Сокол,Северный административный округ,Москва,125167,район Сокол
bd970fdd0ee9f8d002db45a763d3b607,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
35f7230ecdb8460474f0d1cfb67d4965,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7f7da9f27d93854972053299cf45f306,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
25b2e4cec43c8ee5b09ecd54b48a7a2d,6 к3,Балтийская улица,Сокол,Северный административный округ,Москва,125167,район Сокол
ebc4119b2ffd0a7a0a8a27240893349e,9,Сокольническая площадь,Сокольники,Восточный административный округ,Москва,101113,район Сокольники
f0ef2d701ea58b85496af886e9e81269,,,Тверской район,Центральный административный округ,Москва,109012,
0695ac1dce1b24bb4515aba6595afc3a,6 к3,Балтийская улица,Сокол,Северный административный округ,Москва,125167,район Сокол
9ae1152ace537b85f1008e51e7cf5f0c,16,Садовая-Триумфальная улица,Тверской район,Центральный административный округ,Москва,127006,
de1f9ab652914103c2ec50cbb50d22f6,6 к3,Балтийская улица,Сокол,Северный административный округ,Москва,125167,район Сокол
af0b4113247d07a9b8df697aae5216fe,5,улица Петровка,Тверской район,Центральный административный округ,Москва,115054,
3773c3fb9090433dd6b0cd07f1080572,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
061ec354700c0ea79e857bdf4bcf12ea,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
7afc5fe2ec513cd372f648d2687b073a,7,площадь Тверская Застава,Тверской район,Центральный административный округ,Москва,125047,
6d772ff8c5ad123dbf6277711a0eaf23,78 к1,Ленинградский проспект,Сокол,Северный административный округ,Москва,119049,район Сокол
89db0f7ff79c633d908dad02d39e2c92,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
3fb004a8eb3e923629ebd188e04ea785,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
0e341eb5c5f5d69e372ad9f941c331a7,,Пресненская набережная,Пресненский район,Центральный административный округ,Москва,123317,
18ed60f6b3163ba6eaea015ddccec4fe,76 к3,Ленинградский проспект,Сокол,Северный административный округ,Москва,119049,район Сокол
2cd95162ce754d429a6122f83899955d,1А,Чистопрудный бульвар,Басманный район,Центральный административный округ,Москва,115054,
1f49ecbf679750b47e9648ef18581e75,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
2d3822f379a56d59a72d2e0ca639cbfe,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
09461c4c71a8255f38a9166e54857f45,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b74bd5f1e19af1e22d3472946721eb9d,9,Гусятников переулок,Красносельский район,Центральный административный округ,Москва,101000,
b6a5c22852c2ba0661722200b347e6fa,9,Гусятников переулок,Красносельский район,Центральный административный округ,Москва,101000,
8065ae1775ee7a19e43e65019344ed7d,9,Гусятников переулок,Красносельский район,Центральный административный округ,Москва,101000,
7e04aede5c92898700f2b9b46669cfd8,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
79ad3cae7ff402a0a57ebbf418f44e68,30 с3,Мясницкая улица,Красносельский район,Центральный административный округ,Москва,115054,
f52fbd9705f625e708e171e458f01ad2,9,Гусятников переулок,Красносельский район,Центральный административный округ,Москва,101000,
83e5a174128f52691e30ccbcb5c835fc,2/22,Ленинградский проспект,Беговой,Северный административный округ,Москва,125167,район Беговой
adceede39e00b09432e2265090cf251a,37 к15,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
90df3193889882d11da822550ab4afc6,,Железнодорожная улица,,,Московская область,143000,Одинцовский район
3d5ee8ef2c5b8f723ea801872315a821,121,Можайское шоссе,Микрорайон Кутузовский,,Московская область,143005,Одинцовский район
ec5b20003b28de4bf7d6fb94d8b066e5,,3-й Монетчиковский переулок,район Замоскворечье,Центральный административный округ,Москва,115054,
7b4aadfd245d8af7e05ab0b9722fb8f8,37А к14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
23691cbb90f94819902c1f996efbf70f,11 с1,3-й Монетчиковский переулок,район Замоскворечье,Центральный административный округ,Москва,115054,
7f5e1d8cb9dc0779c3473ced5f7cd7c7,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
4e22bbddea5305b07415dd5f733a3f0a,11,5-й Монетчиковский переулок,район Замоскворечье,Центральный административный округ,Москва,115054,
1c5150dde8715e26468d1f83d55ce876,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
fb2d1854d3a8e6b4fba59d6d9201fc45,37 к15,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
4399de3b655599ba1476b810878bf930,11 с1,3-й Монетчиковский переулок,район Замоскворечье,Центральный административный округ,Москва,115054,
bfd1639541b47a595c24bff511fdf572,45А,Щёлковское шоссе,микрорайон 1 Мая,,Московская область,143904,Балашиха
fbe4c9228ae8dd662d8fd6b4f2b4ad30,10/1,3-й Монетчиковский переулок,район Замоскворечье,Центральный административный округ,Москва,115054,
46aa2c2046a35595cce25bd458cfdb87,37А к14 с6,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
fd2aa24d99c5ba0cdc32ebd37cf5fb87,11 с1,3-й Монетчиковский переулок,район Замоскворечье,Центральный административный округ,Москва,115054,
